id_forms_of_payment,name
1750,George Town
1751,Bilbao
1752,Chaguanas
1753,Saint-Denis
1754,Shillong
1755,Frankfurt
1756,Berlin
1757,Papeete
1758,Campinas
1759,Castries
1760,Tórshavn
1761,Cairo
1762,Gdańsk
1763,Nagoya
1764,Ankara
1765,Serekunda
1766,Port Vila
1767,Geneva
1768,Stanley
1769,Willemstad
1770,Nice
1771,Kiev
1772,Vienna
1773,Udon Thani
1774,Siem Reap
1775,Winnipeg
1776,Papeete
1777,Columbus
1778,Bilbao
1779,Marrakech
1780,Mendoza
1781,Kobe
1782,Hamilton
1783,Lahore
1784,Tirana
1785,Mbabane
1786,Mbabane
1787,Kyoto
1788,El Aaiún
1789,Valdivia
1790,Assis
1791,Rabi Island
1792,Kano
1793,Thimphu
1794,Livingstone
1795,Bangkok
1796,Willemstad
1797,Moscow
1798,Auckland
1799,Guatemala City
1800,Dushanbe
1801,Nizhny Novgorod
1802,Road Town
1803,Rotterdam
1804,Salt Lake City
1805,Barcelona
1806,Praia
1807,Timbuktu
1808,Taichung
1809,Sarajevo
1810,Kota Bharu
1811,Beijing
1812,Turin
1813,Malacca Town
1814,Santa Cruz de Tenerife
1815,Sydney
1816,Tskhinvali
1817,Hamilton
1818,Winnipeg
1819,Fortaleza
1820,Kinshasa
1821,Kigali
1822,Shenyang
1823,Dibrugarh
1824,Saint-Pierre
1825,Lviv
1826,Canberra
1827,İzmir
1828,Mumbai
1829,Malé
1830,Arequipa
1831,Rabat
1832,Dunedin
1833,Banda Aceh
1834,Surat
1835,Iquique
1836,Edinburgh
1837,Rochester
1838,Sapporo
1839,Nouakchott
1840,Bangalore
1841,Pretoria
1842,Fredericton
1843,Pretoria
1844,Oslo
1845,Nantes
1846,Jakarta
1847,Novosibirsk
1848,London
1849,Miri
1850,Mecca
1851,Sofia
1852,Semarang
1853,Las Vegas
1854,Santo Domingo
1855,Denver
1856,São Tomé
1857,New Orleans
1858,Ibadan
1859,Oslo
1860,Basse-Terre
1861,Novosibirsk
1862,Amritsar
1863,Medina
1864,Rotterdam
1865,Maceió
1866,Nouakchott
1867,Monterrey
1868,Bandar Seri Begawan
1869,Shijiazhuang
1870,Suva
1871,Madrid
1872,Tashkent
1873,Salzburg
1874,Hat Yai
1875,Guadalajara
1876,Sucre
1877,Arbil
1878,Phuket (city)
1879,Islamabad
1880,Timbuktu
1881,Wuhan
1882,Tokyo
1883,Guayaquil
1884,Bangalore
1885,Innsbruck
1886,Oklahoma City
1887,Kraków
1888,Havana
1889,Lyon
1890,Kota Bharu
1891,Barcelona
1892,Gaza
1893,Libreville
1894,Bamako
1895,Daegu
1896,Fort-de-France
1897,Gothenburg
1898,Sabha
1899,Campinas
1900,Hobart
1901,São Tomé
1902,Bridgetown
1903,San Carlos de Bariloche
1904,Ashgabat
1905,Malé
1906,Edmonton
1907,Dallas
1908,Berlin
1909,Yaoundé
1910,São Tomé
1911,Medellín
1912,Brikama
1913,Sri Jayawardenapura-Kotte
1914,Zürich
1915,Namangan
1916,Douglas
1917,Lagos
1918,San José
1919,Lima
1920,Leipzig
1921,Phnom Penh
1922,Townsville
1923,Kraków
1924,Bandar Seri Begawan
1925,Kandahar
1926,Srinagar
1927,Niamey
1928,Hong Kong
1929,Edmonton
1930,Malacca Town
1931,Seville
1932,City of San Marino
1933,Srinagar
1934,Wuhan
1935,Blantyre
1936,Indianapolis
1937,Chişinău
1938,Indianapolis
1939,Jayapura
1940,Juneau
1941,Anchorage
1942,Guatemala City
1943,Omdurman
1944,Casablanca
1945,George Town
1946,Bern
1947,Chongqing
1948,Lviv
1949,Ahmedabad
1950,Cebu City
1951,Nukulaelae
1952,Funafuti
1953,Kaohsiung
1954,Lviv
1955,Tórshavn
1956,Nantes
1957,Vienna
1958,Houston
1959,Mwanza
1960,Kansas City
1961,Yangon
1962,Alofi
1963,Shijiazhuang
1964,Milwaukee
1965,Calama
1966,Tianjin
1967,Willemstad
1968,Singapore
1969,Shillong
1970,Rawalpindi
1971,Turin
1972,Multan
1973,Honolulu
1974,Tampere
1975,Frankfurt
1976,Panama City
1977,Riga
1978,Changchun
1979,Gothenburg
1980,Libreville
1981,Ambon
1982,Phoenix
1983,Quezon City
1984,Brazzaville
1985,Mecca
1986,Ndola
1987,Montreal
1988,Jaipur
1989,Tampere
1990,Arbil
1991,Detroit
1992,Auckland
1993,Guayaquil
1994,Ankara
1995,Ouagadougou
1996,Ahmedabad
1997,Ponta Delgada
1998,Zhengzhou
1999,Tokyo
2000,Naples
2001,Honiara
2002,Taipei
2003,Gangtok
2004,Chihuahua
2005,Geneva
2006,Rio de Janeiro
2007,Belmopan
2008,Bursa
2009,Douglas
2010,Qingdao
2011,Manchester
2012,Murmansk
2013,Chittagong
2014,Vancouver
2015,Málaga
2016,San Salvador
2017,Baku
2018,Nouakchott
2019,Nice
2020,Zagreb
2021,Rome
2022,Yangon
2023,Kinshasa
2024,Nukuʻalofa
2025,Harbin
2026,Frankfurt
2027,Nanjing
2028,Murmansk
2029,Bogor
2030,Jaipur
2031,Chaguanas
2032,Guayaquil
2033,Ndola
2034,Lahore
2035,Boa Vista
2036,London
2037,Libreville
2038,São José dos Campos
2039,Shanghai
2040,Madrid
2041,Naples
2042,Paramaribo
2043,Sapporo
2044,Bern
2045,Hyderabad
2046,Bulawayo
2047,Bulawayo
2048,Dakar
2049,Siem Reap
2050,Suez
2051,Santiago de Cuba
2052,Dededo
2053,New Orleans
2054,Fairbanks
2055,Djibouti (city)
2056,Jerusalem
2057,Jamestown
2058,Strasbourg
2059,Dhaka
2060,Omsk
2061,Wollongong
2062,Juneau
2063,Tripoli
2064,İzmir
2065,Port Moresby
2066,Skopje
2067,Geelong
2068,Buenos Aires
2069,Nouméa
2070,Mecca
2071,Hiroshima
2072,Podgorica
2073,Belize City
2074,St. John's
2075,Hanover
2076,Niamey
2077,Yogyakarta (city)
2078,Tucson
2079,Mwanza
2080,Sarajevo
2081,Makati City
2082,Cuiabá
2083,Tampere
2084,Karachi
2085,Cali
2086,Osaka
2087,Buenos Aires
2088,Conakry
2089,Istanbul
2090,Vladivostok
2091,Paris
2092,Nukus
2093,Freetown
2094,Tegucigalpa
2095,Whitehorse
2096,Pattaya
2097,Chuí
2098,Srinagar
2099,Hat Yai
2100,Peshawar
2101,Milan
2102,Zamboanga City
2103,Stanley
2104,Bogor
2105,Jersey City
2106,Gibraltar
2107,Apia
2108,Hamilton
2109,Doha
2110,Buffalo
2111,Sitka
2112,Ilhéus
2113,Belfast
2114,Oklahoma City
2115,Kota Kinabalu
2116,Dhaka
2117,Bratislava
2118,São Tomé
2119,Basse-Terre
2120,Sitka
2121,Monrovia
2122,Dar es Salaam
2123,Santa Cruz de Tenerife
2124,Seoul
2125,Santiago
2126,Ipoh
2127,Thiès
2128,Sabha
2129,Belgrade
2130,Stuttgart
2131,Gothenburg
2132,Birkirkara
2133,Detroit
2134,Amritsar
2135,Padang
2136,Reykjavík
2137,Longyearbyen
2138,Liverpool
2139,Ciudad del Este
2140,St. John's
2141,Ibiza
2142,Pyongyang
2143,Córdoba
2144,Lima
2145,Curitiba
2146,Atlanta
2147,Odessa
2148,N'Djamena
2149,Avarua
2150,Riverside
2151,Multan
2152,Ushuaia
2153,Yekaterinburg
2154,St. George's
2155,Kuala Lumpur
2156,Djibouti (city)
2157,Oslo
2158,Bloemfontein
2159,Bandung
2160,Baltimore
2161,Guatemala City
2162,Kandy
2163,Bogotá
2164,Fortaleza
2165,Tiraspol
2166,Vitória
2167,Nassau
2168,Sacramento
2169,Lisbon
2170,Islamabad
2171,Rabat
2172,Riyadh
2173,Saint John
2174,Chennai
2175,Valletta
2176,Ilhéus
2177,Campinas
2178,Padang
2179,Amman
2180,Santiago de Cuba
2181,Ljubljana
2182,Málaga
2183,Puebla
2184,Chuí
2185,Leipzig
2186,Seville
2187,Calama
2188,Cannes
2189,Austin
2190,Bursa
2191,Kaesong
2192,Vitória
2193,Kuala Lumpur
2194,Maseru
2195,Kaohsiung
2196,Horta (Azores)
2197,Malacca Town
2198,Copenhagen
2199,Peshawar
2200,Hanover
2201,El Paso
2202,Pretoria
2203,Bishkek
2204,Cebu City
2205,Guadalajara
2206,Pune
2207,Pago Pago
2208,Riyadh
2209,St. Louis
2210,Muscat
2211,Memphis
2212,Las Vegas
2213,Dallas
2214,Tampa
2215,Johannesburg
2216,Dededo
2217,Weno
2218,Chennai
2219,Tel Aviv
2220,Cairo
2221,Hyderabad
2222,Recife
2223,Livingstone
2224,Virginia Beach
2225,Nouméa
2226,Maracaibo
2227,Kabul
2228,Amritsar
2229,Harbin
2230,St. George's
2231,Nanning
2232,Monrovia
2233,Bursa
2234,Nicosia
2235,Alor Star
2236,Quezon City
2237,Monaco
2238,Brazzaville
2239,Miami
2240,Porto Alegre
2241,Saint-Denis
2242,Kigali
2243,Kyoto
2244,Yellowknife
2245,Suez
2246,Rabi Island
2247,Bloemfontein
2248,Freetown
2249,Baltimore
2250,Ulan Bator
2251,Chişinău
2252,Sitka
2253,Vladivostok
2254,Vaduz
2255,Barcelona
2256,Greenwich
2257,Agartala
2258,Kraków
2259,Nakhon Ratchasima
2260,Monaco
2261,Manila
2262,Ahmedabad
2263,Saint-Pierre
2264,Kraków
2265,Kharkiv
2266,Conakry
2267,Zamboanga City
2268,Edmonton
2269,Calgary
2270,Durango
2271,Quetzaltenango
2272,Minneapolis
2273,Mata-Utu
2274,Nukus
2275,Nuuk
2276,La Paz
2277,Shijiazhuang
2278,Palikir
2279,Berlin
2280,Edinburgh
2281,Nicosia
2282,George Town
2283,Lomé
2284,Sana'a
2285,Geelong
2286,São Paulo
2287,San Salvador
2288,Douglas
2289,Dhaka
2290,Kandahar
2291,Sana'a
2292,Rochester
2293,Lubumbashi
2294,Juneau
2295,Karachi
2296,Valdivia
2297,Singapore
2298,Amman
2299,Brazzaville
2300,Skopje
2301,Hobart
2302,Monaco
2303,Chiang Mai
2304,Guayaquil
2305,Quezon City
2306,Ahmedabad
2307,Jamestown
2308,Port Elizabeth
2309,Curitiba
2310,Sabha
2311,Córdoba
2312,Shigatse
2313,Saint-Pierre
2314,Kinshasa
2315,Malabo
2316,Taipei
2317,Tehran
2318,Monaco
2319,Skopje
2320,Kingstown
2321,Mumbai
2322,Hilo
2323,Dakar
2324,Belfast
2325,San Carlos de Bariloche
2326,Brazzaville
2327,Cologne
2328,Tabriz
2329,Lomé
2330,Marseille
2331,Andorra la Vella
2332,Luxembourg (city)
2333,Norilsk
2334,N'Djamena
2335,Chişinău
2336,Macau
2337,Hobart
2338,Makassar
2339,Riga
2340,Bamako
2341,Iloilo City
2342,Zagreb
2343,Auckland
2344,Qingdao
2345,Hanover
2346,Bilbao
2347,Stanley
2348,Toulouse
2349,Omdurman
2350,Rio Branco
2351,Karachi
2352,Basse-Terre
2353,Makassar
2354,Wonsan
2355,Winnipeg
2356,Zamboanga City
2357,Valletta
2358,Yogyakarta (city)
2359,Cairo
2360,Cayenne
2361,Philadelphia
2362,Ho Chi Minh City
2363,Malang
2364,Cebu City
2365,Nanjing
2366,Zamboanga City
2367,Antananarivo
2368,Conakry
2369,Port Moresby
2370,Denver
2371,Rome
2372,El Aaiún
2373,Omsk
2374,Zapopan
2375,Porto
2376,Sofia
2377,Nanning
2378,Lhasa
2379,Koror
2380,Dibrugarh
2381,Istanbul
2382,Port Louis
2383,Huế
2384,Gaborone
2385,Hanoi
2386,Basra
2387,Vladivostok
2388,Jeddah
2389,Luanda
2390,Nassau
2391,Birmingham
2392,Washington
2393,Liverpool
2394,Hai Phong
2395,Veracruz
2396,Pune
2397,Nanning
2398,Iqaluit
2399,Surabaya
2400,Medina
2401,Bern
2402,Yamoussoukro
2403,Madrid
2404,Tel Aviv
2405,Zamboanga City
2406,Yaren District
2407,Douglas
2408,São José dos Campos
2409,Geneva
2410,Los Angeles
2411,Padang
2412,Monterrey
2413,Francistown
2414,Andorra la Vella
2415,Monterrey
2416,Ibadan
2417,Omdurman
2418,Bergen
2419,Fort-de-France
2420,Calgary
2421,Columbus
2422,Cairns
2423,Port Moresby
2424,Chongqing
2425,Graz
2426,Kingstown
2427,Managua
2428,Banjul
2429,Hobart
2430,Kunming
2431,Kaliningrad
2432,Phnom Penh
2433,Pyongyang
2434,Lomé
2435,Oranjestad
2436,Townsville
2437,Yaren District
2438,Yaren District
2439,Magadan
2440,Leeds
2441,Cairns
2442,Málaga
2443,Bursa
2444,Gaziantep
2445,Mwanza
2446,Medina
2447,Gaza
2448,Labasa
2449,Auckland
2450,Dalian
2451,Nuuk
2452,Bloemfontein
2453,Vaduz
2454,Tórshavn
2455,Düsseldorf
2456,Birkirkara
2457,Quetzaltenango
2458,Mumbai
2459,El Paso
2460,Blantyre
2461,Santiago
2462,Kigali
2463,Saint John
2464,Chongqing
2465,Castries
2466,New York City
2467,Shillong
2468,Juneau
2469,Tel Aviv
2470,Port Said
2471,Timbuktu
2472,Belmopan
2473,Kuching
2474,Raleigh
2475,Cayenne
2476,Ibiza
2477,Blantyre
2478,Skopje
2479,Macapá
2480,Cotonou
2481,Bissau
2482,Baltimore
2483,Bratislava
2484,Kabul
2485,Minsk
2486,Antananarivo
2487,São Tomé
2488,Ljubljana
2489,Mexicali
2490,Agartala
2491,Xi'an
2492,Louisville
2493,Valletta
2494,Hyderabad
2495,São Paulo
2496,City of San Marino
2497,Riga
2498,Kano
2499,Labasa
2500,Djibouti (city)
2501,São José dos Campos
2502,Cork (city)
2503,Tampere
2504,Gaborone
2505,Gaziantep
2506,Baku
2507,Blantyre
2508,Nuuk
2509,Douglas
2510,Naples
2511,Macapá
2512,Kingston
2513,Alexandria
2514,Charlottetown
2515,Stanley
2516,Semarang
2517,Siem Reap
2518,Kolkata
2519,Shenzhen
2520,Freetown
2521,Tel Aviv
2522,Harbin
2523,Gibraltar
2524,Tampa
2525,Bridgetown
2526,Dammam
2527,Muscat
2528,Salzburg
2529,Norilsk
2530,Recife
2531,Tartu
2532,Chaguanas
2533,Pretoria
2534,Surat
2535,Mexicali
2536,Birkirkara
2537,Gaziantep
2538,Dunedin
2539,Pune
2540,Astana
2541,Timbuktu
2542,Jaipur
2543,Baku
2544,Barranquilla
2545,Hai Phong
2546,Cannes
2547,Calgary
2548,São Tomé
2549,Conakry
2550,Stuttgart
2551,Kuwait City
2552,Wuhan
2553,São José dos Campos
2554,Riyadh
2555,Sucre
2556,Pyongyang
2557,Port Blair
2558,Konya
2559,Changchun
2560,Stockholm
2561,Ciudad del Este
2562,Ilhéus
2563,Turin
2564,Port Moresby
2565,Kaohsiung
2566,Lyon
2567,Manila
2568,Lviv
2569,Basse-Terre
2570,Alexandria
2571,Gaziantep
2572,City of Halifax
2573,Xi'an
2574,Reykjavík
2575,Porto-Novo
2576,Innsbruck
2577,Xining
2578,Port Elizabeth
2579,Okinawa
2580,Algiers
2581,Lilongwe
2582,Horta (Azores)
2583,Shigatse
2584,Doha
2585,Cairns
2586,Chongjin
2587,Canberra
2588,Huế
2589,Chengdu
2590,Mumbai
2591,Graz
2592,Tiraspol
2593,Beijing
2594,Harbin
2595,Punta Arenas
2596,Shigatse
2597,Lubumbashi
2598,Campinas
2599,Seville
2600,Bandar Seri Begawan
2601,Athens
2602,El Paso
2603,Detroit
2604,Srinagar
2605,Havana
2606,Dubai
2607,Ankara
2608,Kaesong
2609,São Tomé
2610,Turin
2611,Patna
2612,Port of Spain
2613,Hilo
2614,Yokohama
2615,Lanzhou
2616,Kinshasa
2617,Chongjin
2618,Nouakchott
2619,Douglas
2620,Port Hedland
2621,The Valley
2622,Melbourne
2623,Yamoussoukro
2624,Kota Kinabalu
2625,Honolulu
2626,Hobart
2627,Hiroshima
2628,Toulouse
2629,Dili
2630,Hanoi
2631,Liverpool
2632,Yerevan
2633,Multan
2634,Rawalpindi
2635,Ndola
2636,Paramaribo
2637,Douala
2638,Antananarivo
2639,Houston
2640,Charlotte
2641,El Paso
2642,Boa Vista
2643,Yakutsk
2644,Regina
2645,Nicosia
2646,Angra do Heroísmo
2647,Tskhinvali
2648,Houston
2649,Las Vegas
2650,Fort-de-France
2651,Charlotte Amalie
2652,Wellington
2653,Pristina
2654,Cusco
2655,Port Louis
2656,Minneapolis
2657,Concepción
2658,Chengdu
2659,Lubumbashi
2660,Balikpapan
2661,Chittagong
2662,Cairns
2663,Dubai
2664,Chuí
2665,Amritsar
2666,Guadalajara
2667,Serekunda
2668,Zamboanga City
2669,Andorra la Vella
2670,Murmansk
2671,Split (city)
2672,Bishkek
2673,Bamako
2674,Managua
2675,Auckland
2676,New Orleans
2677,Calama
2678,Addis Ababa
2679,Guatemala City
2680,Málaga
2681,Zagreb
2682,Xining
2683,Pago Pago
2684,Kaohsiung
2685,Bloemfontein
2686,Maseru
2687,Suez
2688,Honolulu
2689,Johor Bahru
2690,Pelotas
2691,Sarajevo
2692,Phuket (city)
2693,Málaga
2694,Arequipa
2695,Luanda
2696,Jacksonville
2697,Chuí
2698,The Valley
2699,Petropavlovsk-Kamchatsky
2700,Glasgow
2701,Iloilo City
2702,Port of Spain
2703,Geneva
2704,Asunción
2705,Brazzaville
2706,Hiroshima
2707,Namangan
2708,Nouméa
2709,Kunming
2710,Indianapolis
2711,Hamilton
2712,Boa Vista
2713,Yangon
2714,Pontianak
2715,Dhaka
2716,Graz
2717,Campo Grande
2718,Vladivostok
2719,Naypyidaw
2720,Chittagong
2721,Dresden
2722,Austin
2723,Muscat
2724,Sri Jayawardenapura-Kotte
2725,Casablanca
2726,Gaza
2727,Port of Spain
2728,Lucknow
2729,Namangan
2730,Paris
2731,Petropavlovsk-Kamchatsky
2732,Glasgow
2733,Port Blair
2734,Kaesong
2735,Riverside
2736,Veracruz
2737,Rabi Island
2738,Barranquilla
2739,Kanpur
2740,Seville
2741,Saskatoon
2742,Mamoudzou
2743,Yekaterinburg
2744,Copenhagen
2745,Nashville
2746,Port-au-Prince
2747,Bulawayo
2748,Ashgabat
2749,Thessaloniki
2750,Kaliningrad
2751,Yamoussoukro
2752,San Francisco
2753,Lobamba
2754,Luxembourg (city)
2755,Maputo
2756,Longyearbyen
2757,Blantyre
2758,Asunción
2759,Glasgow
2760,Palikir
2761,Tel Aviv
2762,Nukus
2763,Namangan
2764,Saint-Pierre
2765,Rio de Janeiro
2766,Tianjin
2767,Warsaw
2768,Port Louis
2769,Zagreb
2770,Niamey
2771,Shigatse
2772,Chicago
2773,Ibadan
2774,Abu Dhabi
2775,Damascus
2776,Santa Cruz de Tenerife
2777,Gold Coast
2778,Split (city)
2779,Sarajevo
2780,Stepanakert
2781,St. George's
2782,Lagos
2783,Bangalore
2784,Bahía Blanca
2785,Yangon
2786,Riyadh
2787,Virginia Beach
2788,Chişinău
2789,Multan
2790,Palma
2791,Bucharest
2792,Palembang
2793,Boa Vista
2794,Hanga Roa
2795,Shillong
2796,Manaus
2797,Malacca Town
2798,Nicosia
2799,Calama
2800,Baku
2801,Yaoundé
2802,Fukuoka
2803,Surat
2804,Mendoza
2805,Kyoto
2806,Manzini
2807,Udon Thani
2808,Amman
2809,Milwaukee
2810,Mwanza
2811,Guayaquil
2812,Gangtok
2813,Ho Chi Minh City
2814,Lobamba
2815,Albuquerque
2816,Brussels
2817,Padang
2818,Colombo
2819,Skopje
2820,Recife
2821,Auckland
2822,Kinshasa
2823,Memphis
2824,Shillong
2825,Mamoudzou
2826,Santa Cruz de Tenerife
2827,Lagos
2828,Wuhan
2829,Nicosia
2830,Manila
2831,Brikama
2832,Road Town
2833,Lobamba
2834,Chihuahua
2835,Kiev
2836,Minsk
2837,Francistown
2838,Calama
2839,Belgrade
2840,Andorra la Vella
2841,Willemstad
2842,La Paz
2843,Norilsk
2844,Chaguanas
2845,Nouakchott
2846,Nukus
2847,Yamoussoukro
2848,Barranquilla
2849,Padang
2850,Dammam
2851,Cockburn Town
2852,Harare
2853,Moroni
2854,Tucson
2855,Jakarta
2856,Seattle
2857,San Francisco
2858,Tashkent
2859,Juneau
2860,Kigali
2861,Santa Cruz de la Sierra
2862,Prague
2863,Nantes
2864,Fortaleza
2865,Quezon City
2866,Canberra
2867,Casablanca
2868,Edinburgh
2869,Novosibirsk
2870,Antofagasta
2871,Mamoudzou
2872,Kinshasa
2873,Tagbilaran
2874,Copenhagen
2875,Dallas
2876,Patna
2877,Beijing
2878,Kandy
2879,Kingston
2880,Cologne
2881,Handan
2882,Tianjin
2883,Doha
2884,Brikama
2885,Bahía Blanca
2886,Avarua
2887,Dodoma
2888,Yamoussoukro
2889,Doha
2890,Providence
2891,San Fernando
2892,Hanover
2893,Montreal
2894,Las Palmas de Gran Canaria
2895,Alofi
2896,Addis Ababa
2897,Koulikoro
2898,Espoo
2899,Vaduz
2900,Edmonton
2901,Lahore
2902,Kanpur
2903,Saskatoon
2904,Curitiba
2905,Charlotte Amalie
2906,Barranquilla
2907,Toronto
2908,Saipan
2909,Ndola
2910,Yamoussoukro
2911,Minneapolis
2912,Norilsk
2913,Nagpur
2914,Providence
2915,Niamey
2916,Guatemala City
2917,İzmir
2918,Lomé
2919,Malacca Town
2920,Ouagadougou
2921,Ahmedabad
2922,Timbuktu
2923,Douglas
2924,Nouméa
2925,Townsville
2926,Ambon
2927,Durango
2928,Busan
2929,Busan
2930,Washington
2931,Apia
2932,Bamako
2933,Bangkok
2934,Lyon
2935,Mandurah
2936,Luxor
2937,Kyoto
2938,Kota Kinabalu
2939,Nantes
2940,San Fernando
2941,Winnipeg
2942,Charlotte
2943,Busan
2944,Charlotte Amalie
2945,Zanzibar City
2946,Luanda
2947,Road Town
2948,Konya
2949,Astana
2950,Phoenix
2951,Tegucigalpa
2952,St. George's
2953,Malé
2954,Hamilton
2955,Yellowknife
2956,Hobart
2957,Balikpapan
2958,Phuket (city)
2959,San José
2960,Cleveland
2961,Arbil
2962,Simferopol
2963,Houston
2964,Tirana
2965,Mamoudzou
2966,Sarajevo
2967,Cork (city)
2968,Livingstone
2969,Harare
2970,Bishkek
2971,Saint Petersburg
2972,Phuket (city)
2973,Tamale
2974,Quezon City
2975,Roseau
2976,St. John's
2977,San Salvador
2978,Pattaya
2979,Valdivia
2980,Tbilisi
2981,New Orleans
2982,Kraków
2983,Fredericton
2984,Shenyang
2985,Kathmandu
2986,Frankfurt
2987,Banjul
2988,Xi'an
2989,Hong Kong
2990,Mumbai
2991,Mecca
2992,Perm
2993,Faisalabad
2994,Dushanbe
2995,Cotonou
2996,Karachi
2997,Aarhus
2998,Sacramento
2999,Antwerp
3000,Hamilton
3001,Saint Petersburg
3002,Dongguan
3003,Ushuaia
3004,Melbourne
3005,Andorra la Vella
3006,Lviv
3007,Seattle
3008,Makati City
3009,Gaborone
3010,Greenwich
3011,Porto Velho
3012,Dar es Salaam
3013,Makassar
3014,İzmir
3015,Fortaleza
3016,Naples
3017,St. George's
3018,Udon Thani
3019,Harbin
3020,Monaco
3021,South Tarawa
3022,Nantes
3023,Agartala
3024,Kaohsiung
3025,Tamale
3026,Hat Yai
3027,Osaka
3028,Calgary
3029,Muscat
3030,Linz
3031,Bahía Blanca
3032,Khartoum
3033,Edinburgh
3034,Pristina
3035,Denver
3036,Abuja
3037,Riverside
3038,Cockburn Town
3039,Lilongwe
3040,Xining
3041,Kingstown
3042,Alor Star
3043,Chicago
3044,Maseru
3045,Banjul
3046,Bern
3047,Kharkiv
3048,Namangan
3049,Magadan
3050,Ibiza
3051,Jinan
3052,Peshawar
3053,Belgrade
3054,Lucknow
3055,Sabha
3056,Novosibirsk
3057,Malang
3058,Banda Aceh
3059,Shenyang
3060,Luxor
3061,Fairbanks
3062,Iqaluit
3063,Suez
3064,Ho Chi Minh City
3065,Dalian
3066,Luanda
3067,Mashhad
3068,Xi'an
3069,Pretoria
3070,Wonsan
3071,Busan
3072,Castries
3073,Melekeok
3074,Birmingham
3075,Indianapolis
3076,Multan
3077,Bilbao
3078,Handan
3079,Marseille
3080,Graz
3081,Belmopan
3082,Kigali
3083,Yerevan
3084,Kabul
3085,Addis Ababa
3086,Hargeisa
3087,Fukuoka
3088,Agartala
3089,Canberra
3090,Espoo
3091,Kingstown
3092,Dalian
3093,Hanover
3094,Surat
3095,Almaty
3096,Rawalpindi
3097,Kinshasa
3098,Nanjing
3099,São Paulo
3100,Phoenix
3101,Málaga
3102,Road Town
3103,Kobe
3104,Padang
3105,Jinan
3106,Kaliningrad
3107,Nuuk
3108,Osaka
3109,Riverside
3110,Port Elizabeth
3111,Daegu
3112,Seattle
3113,Buenos Aires
3114,Manzini
3115,Bucharest
3116,Brasília
3117,Niamey
3118,Iquitos
3119,Kigali
3120,Faisalabad
3121,San Fernando
3122,Cairo
3123,Stepanakert
3124,San José
3125,Manila
3126,Recife
3127,Warsaw
3128,Rockhampton
3129,Belfast
3130,Prague
3131,Shigatse
3132,Cincinnati
3133,Kaliningrad
3134,Surat Thani
3135,Hilo
3136,Willemstad
3137,Ouagadougou
3138,Hai Phong
3139,Fort-de-France
3140,Okinawa
3141,Christchurch
3142,Changchun
3143,Livingstone
3144,Veracruz
3145,Athens
3146,Rawalpindi
3147,Iquique
3148,Jakarta
3149,Brussels
3150,Palma
3151,Xi'an
3152,Yamoussoukro
3153,Pattaya
3154,Munich
3155,Daegu
3156,Bogor
3157,Yokohama
3158,Iloilo City
3159,Damascus
3160,Rio Branco
3161,Mersin
3162,Saskatoon
3163,La Serena
3164,Kyoto
3165,Huế
3166,N'Djamena
3167,Hong Kong
3168,Budapest
3169,Ilhéus
3170,Melbourne
3171,Kolkata
3172,Charlottetown
3173,Belém
3174,Santo Domingo
3175,Forked River
3176,Valdivia
3177,Monrovia
3178,Bern
3179,Malacca Town
3180,Bursa
3181,Cuiabá
3182,Kigali
3183,Nice
3184,Calgary
3185,Lusaka
3186,Guayaquil
3187,Minneapolis
3188,Hargeisa
3189,Salzburg
3190,Kinshasa
3191,Rome
3192,Bahía Blanca
3193,Moroni
3194,Bujumbura
3195,Port Moresby
3196,Punta Arenas
3197,Winnipeg
3198,Kawasaki
3199,Jaipur
3200,San Salvador
3201,Wellington
3202,San Fernando
3203,New Delhi
3204,Santa Cruz de Tenerife
3205,Maracaibo
3206,Iquitos
3207,Bogor
3208,Phoenix
3209,Copenhagen
3210,Enugu
3211,Aberdeen
3212,Mexicali
3213,Durango
3214,Zanzibar City
3215,St. John's
3216,Gaborone
3217,Los Angeles
3218,Basse-Terre
3219,Luxor
3220,Tucson
3221,Rome
3222,Ushuaia
3223,Montevideo
3224,Damascus
3225,Dodoma
3226,Santiago de Cuba
3227,Faisalabad
3228,Longyearbyen
3229,Cairo
3230,N'Djamena
3231,Santa Cruz de Tenerife
3232,Handan
3233,Udon Thani
3234,Pyongyang
3235,Kingstown
3236,Lviv
3237,Mashhad
3238,Malabo
3239,Montevideo
3240,Vladivostok
3241,Hagåtña
3242,Cuiabá
3243,Abuja
3244,Port Vila
3245,Alofi
3246,The Valley
3247,Bursa
3248,Townsville
3249,Changchun
3250,Sana'a
3251,Basra
3252,Assis
3253,Kabul
3254,Kaliningrad
3255,Denpasar
3256,Barranquilla
3257,Kota Bharu
3258,Havana
3259,Kuwait City
3260,Washington
3261,Regina
3262,Changchun
3263,Johor Bahru
3264,Douglas
3265,Libreville
3266,Virginia Beach
3267,Sapporo
3268,Jinan
3269,İzmir
3270,Manama
3271,Makassar
3272,Nouméa
3273,Ankara
3274,Djibouti (city)
3275,Hagåtña
3276,Thessaloniki
3277,Anadyr (town)
3278,Sofia
3279,San Carlos de Bariloche
3280,Amman
3281,Charlottetown
3282,Hong Kong
3283,Saint Petersburg
3284,Manila
3285,Valparaíso
3286,Bujumbura
3287,Manzini
3288,Barranquilla
3289,Milan
3290,Tampere
3291,Belgrade
3292,Sapporo
3293,Tunis
3294,Chihuahua
3295,Abidjan
3296,Barranquilla
