id_contracts,taxi_companies_id_taxi_companies,autos_id_autos,taxi_drivers_id_taxi_drivers,entry_date,end_date
2481,6530,9901,3927,2013-06-03,2027-01-13
2482,2283,1271,3398,2012-07-01,2025-01-02
2483,8722,9278,6015,2015-09-25,2029-07-16
2484,5600,2847,299,2013-11-07,2029-03-22
2485,308,4817,6329,2021-01-27,2026-10-28
2486,3092,1121,9875,2019-06-23,2025-02-20
2487,2118,8941,4694,2008-11-09,2025-05-20
2488,4284,6881,9525,2014-12-04,2029-07-29
2489,1716,3981,257,2011-06-19,2029-12-23
2490,7353,9020,7137,2014-12-02,2029-07-30
2491,6785,340,1890,2013-11-09,2024-06-09
2492,3805,9322,1546,2022-03-30,2025-10-06
2493,5156,4011,860,2012-07-03,2023-09-06
2494,1812,9877,8420,2008-12-11,2024-12-01
2495,3471,4771,3314,2013-04-19,2029-12-18
2496,8929,3827,2658,2009-10-02,2023-02-27
2497,134,4815,4966,2016-09-11,2026-03-10
2498,7039,4441,5290,2016-03-09,2024-04-24
2499,6150,9007,9441,2013-10-06,2028-08-04
2500,6109,6799,2965,2020-11-09,2022-09-13
2501,6618,2744,1954,2007-09-15,2023-10-29
2502,2910,4467,4795,2019-02-03,2026-02-19
2503,2662,9041,5268,2009-11-17,2028-12-15
2504,1938,7793,5975,2019-11-17,2023-05-25
2505,3887,5939,2723,2015-05-14,2027-08-03
2506,5347,2473,9265,2014-07-12,2027-01-12
2507,1074,7077,4097,2014-03-01,2027-05-30
2508,5045,3802,6582,2012-07-10,2025-12-08
2509,9973,5936,8638,2010-02-06,2027-08-19
2510,3371,8127,9180,2011-04-14,2024-08-07
2511,243,6118,4658,2013-03-21,2022-10-29
2512,8619,3337,4992,2021-02-10,2022-08-26
2513,6087,1088,8897,2016-11-27,2025-01-14
2514,2453,5696,10002,2018-05-16,2022-06-13
2515,6460,2562,2350,2017-11-19,2024-09-28
2516,1254,2197,10099,2012-05-19,2022-12-30
2517,1794,7675,4724,2009-08-13,2028-03-27
2518,5091,8861,1644,2013-11-09,2029-02-05
2519,9763,8786,1204,2022-04-27,2029-05-17
2520,9500,3530,4879,2010-09-25,2028-05-28
2521,736,7459,4581,2021-03-25,2028-01-01
2522,6863,456,8438,2010-03-06,2028-08-25
2523,9985,5302,4439,2019-04-20,2028-06-28
2524,5904,2449,3362,2014-07-12,2027-04-20
2525,291,4983,9256,2018-05-11,2026-09-03
2526,937,1934,4714,2011-10-24,2028-06-30
2527,1740,1380,5685,2013-04-03,2029-09-19
2528,7525,9468,8109,2020-02-19,2023-03-03
2529,9285,1625,7706,2017-04-09,2025-12-10
2530,3858,765,5103,2022-01-15,2026-12-01
2531,5410,4926,8904,2008-04-04,2023-02-21
2532,7008,4505,7955,2011-03-09,2029-09-01
2533,3933,5651,6568,2012-01-15,2027-02-13
2534,7967,2065,8069,2021-02-26,2029-12-09
2535,2896,2546,5329,2020-04-15,2027-06-10
2536,9738,872,5940,2019-01-25,2029-01-19
2537,5800,7434,5818,2011-01-19,2026-01-05
2538,702,5470,10048,2013-03-11,2026-06-09
2539,5176,3632,3065,2019-10-24,2027-03-24
2540,3835,1295,7906,2019-12-03,2025-09-06
2541,3216,9480,7735,2012-09-01,2023-06-01
2542,1171,7597,8215,2008-09-30,2027-02-28
2543,411,5652,5712,2013-08-21,2026-10-26
2544,5397,6442,9848,2011-12-31,2025-06-02
2545,6473,9416,5947,2015-05-03,2029-06-23
2546,7152,4483,1900,2019-02-27,2029-08-21
2547,5586,4573,6032,2013-04-27,2027-02-01
2548,4728,8351,7689,2017-03-03,2028-01-10
2549,5801,2751,310,2013-05-22,2027-12-31
2550,1115,2672,7668,2016-09-23,2027-03-20
2551,3191,3793,3141,2012-08-02,2024-03-21
2552,2888,5921,1749,2021-05-29,2024-11-17
2553,7659,2214,4504,2020-11-10,2023-09-11
2554,7930,8987,168,2009-02-17,2028-10-04
2555,3034,6831,3814,2019-09-17,2028-05-02
2556,3165,7965,9244,2009-05-01,2025-04-03
2557,7722,9271,9214,2007-02-14,2024-03-30
2558,6308,2820,8273,2008-09-13,2022-07-05
2559,1702,3715,8524,2015-06-06,2026-11-27
2560,9703,8939,466,2022-04-14,2023-12-20
2561,7248,175,7661,2010-04-29,2024-08-21
2562,8499,2886,2990,2021-04-29,2025-02-14
2563,611,3870,7093,2012-07-28,2022-11-08
2564,3113,4935,6885,2010-02-16,2026-07-23
2565,3811,4115,9503,2015-07-13,2023-09-11
2566,5479,10067,3046,2015-07-29,2029-10-12
2567,3470,7344,8782,2014-03-19,2023-02-20
2568,6306,9980,6646,2016-06-21,2029-10-29
2569,5655,9630,857,2015-03-26,2023-09-01
2570,8628,7710,5742,2007-12-07,2026-03-05
2571,10049,6653,1869,2019-05-31,2022-07-13
2572,1798,3823,8663,2012-08-09,2027-02-28
2573,7109,748,6903,2008-05-31,2029-06-08
2574,4120,9235,7488,2008-11-04,2029-09-15
2575,9886,1448,2387,2017-03-06,2026-04-30
2576,4087,9188,1252,2020-03-27,2029-08-12
2577,8699,1586,3693,2019-08-27,2024-10-13
2578,6303,10084,2792,2015-11-03,2023-07-11
2579,7203,5055,5007,2018-07-22,2029-07-30
2580,5067,8991,4297,2010-07-08,2026-01-16
2581,7237,7274,9336,2014-06-12,2028-03-05
2582,9111,1882,237,2019-05-22,2028-09-10
2583,7184,9170,1530,2011-10-05,2025-06-18
2584,6738,386,2983,2008-08-02,2028-11-25
2585,5933,7828,1763,2014-10-26,2027-10-17
2586,8191,3567,459,2011-04-06,2028-12-23
2587,5010,4267,1369,2012-02-12,2025-03-06
2588,7840,6971,1945,2012-01-12,2023-10-24
2589,5902,6802,6073,2018-04-03,2026-01-26
2590,8467,6968,2156,2015-01-20,2029-10-26
2591,4455,6399,6382,2011-05-15,2027-04-04
2592,2143,935,6940,2016-11-02,2022-12-16
2593,6723,6887,8146,2007-10-02,2022-09-27
2594,6293,8976,9567,2013-08-19,2029-06-06
2595,1498,2102,1422,2009-06-11,2023-02-14
2596,4134,6248,6257,2007-02-15,2029-05-12
2597,2667,5536,8226,2010-04-25,2025-02-08
2598,6494,9659,8898,2008-09-01,2028-10-14
2599,5766,8376,1152,2014-03-27,2023-01-04
2600,3156,3477,9811,2007-02-02,2025-04-21
2601,6407,8897,6290,2013-04-16,2024-09-23
2602,4987,1321,8046,2009-06-12,2023-12-23
2603,7813,3511,9964,2012-10-30,2026-04-06
2604,4314,2592,3316,2013-11-10,2024-09-05
2605,6124,6157,7432,2009-03-16,2023-07-28
2606,5617,10011,8201,2021-07-23,2029-06-11
2607,7091,5508,6997,2017-03-26,2022-08-20
2608,5034,8241,2291,2014-10-17,2023-01-12
2609,5048,5016,7564,2008-07-18,2025-03-03
2610,7363,7443,5987,2009-05-16,2027-08-08
2611,5753,3967,2477,2014-03-15,2028-05-15
2612,9402,4193,3284,2008-01-21,2028-12-22
2613,9532,6961,3639,2011-01-07,2026-07-01
2614,3393,473,4498,2018-03-31,2027-02-06
2615,9408,9526,9075,2013-05-06,2029-04-29
2616,621,4758,7521,2008-12-02,2028-02-14
2617,3376,7998,3657,2016-05-21,2023-04-16
2618,4298,201,672,2010-03-05,2026-12-08
2619,3420,8978,1335,2013-07-24,2027-08-10
2620,2511,7701,5433,2017-10-13,2025-11-05
2621,6819,6737,6232,2015-09-11,2028-08-25
2622,1283,9978,4463,2008-04-20,2022-12-21
2623,10081,8133,8246,2008-04-12,2026-04-07
2624,9295,1362,9613,2017-08-25,2026-09-24
2625,8733,3750,7380,2016-12-09,2028-04-24
2626,8146,1883,9194,2015-10-22,2024-10-12
2627,287,2855,5444,2010-03-17,2027-03-25
2628,1912,8449,3270,2020-07-14,2024-10-23
2629,4245,3070,4746,2014-02-17,2023-04-24
2630,8452,7843,152,2019-02-23,2027-01-13
2631,6997,2339,6347,2019-05-16,2026-05-15
2632,6812,8441,5202,2012-08-27,2026-02-15
2633,5086,934,2884,2008-10-09,2028-10-24
2634,5563,8303,7626,2013-03-27,2025-12-18
2635,9243,2675,5511,2018-08-25,2028-04-20
2636,10041,5304,4587,2016-12-09,2022-11-23
2637,6624,6812,5602,2012-03-02,2022-09-21
2638,4226,2050,5681,2020-11-08,2029-07-11
2639,7669,1747,4412,2015-11-29,2028-04-11
2640,5130,8299,8938,2008-03-15,2022-10-17
2641,7913,3652,975,2008-06-13,2026-03-13
2642,8041,2923,10027,2008-09-12,2025-03-29
2643,460,6591,5569,2010-09-04,2022-07-27
2644,4103,8748,9547,2010-04-02,2025-06-13
2645,8608,3081,1033,2020-02-29,2022-07-20
2646,9438,9009,2311,2013-01-11,2025-01-16
2647,9485,4067,7333,2020-02-27,2024-06-24
2648,8252,4764,7134,2010-08-28,2024-09-24
2649,1372,3723,9379,2011-03-06,2024-02-21
2650,7683,8561,7283,2014-12-08,2026-12-23
2651,5899,7645,8121,2016-04-09,2027-03-23
2652,9610,5432,8321,2009-05-30,2026-12-24
2653,3036,3133,5853,2021-12-01,2024-04-18
2654,1084,3456,784,2017-11-26,2028-12-16
2655,7378,843,10067,2008-07-17,2023-01-04
2656,4484,3835,2956,2018-11-20,2029-09-19
2657,4719,3382,4066,2015-03-29,2025-05-23
2658,8225,6693,4977,2017-06-13,2027-01-02
2659,8830,3159,223,2008-05-15,2025-03-01
2660,1306,6364,161,2018-03-20,2028-03-27
2661,3476,6917,5611,2016-03-31,2024-12-14
2662,5086,2675,5339,2017-07-09,2025-10-17
2663,5609,8722,9989,2019-10-26,2024-09-17
2664,9851,5970,6207,2017-09-25,2024-03-01
2665,1005,7863,4962,2018-08-25,2029-08-06
2666,3187,7264,6664,2017-12-23,2023-03-26
2667,4177,197,2848,2007-11-19,2023-06-21
2668,8404,2735,2581,2016-12-26,2026-02-10
2669,2430,2315,9723,2012-06-06,2023-01-29
2670,6571,1467,9685,2018-07-27,2025-02-27
2671,9340,10059,1003,2020-07-31,2029-11-12
2672,4146,1320,8101,2008-02-21,2028-08-31
2673,8170,3262,910,2010-11-04,2024-07-25
2674,944,3348,1544,2011-03-17,2026-06-28
2675,7528,9425,449,2009-01-25,2023-04-06
2676,4004,2138,3962,2014-10-27,2027-06-23
2677,6172,3199,6897,2013-09-07,2026-02-18
2678,4225,3015,7041,2014-01-10,2022-09-10
2679,4087,2719,438,2018-09-23,2027-08-15
2680,4562,8200,5827,2012-09-15,2026-08-30
2681,7488,9636,2300,2014-10-10,2028-01-26
2682,4432,8227,4272,2018-09-27,2022-07-07
2683,9119,1959,9512,2012-08-06,2026-03-16
2684,2146,8744,1997,2009-06-11,2025-07-29
2685,3301,8260,9261,2010-02-07,2028-09-26
2686,3914,8908,7256,2011-01-04,2026-10-12
2687,4978,9459,6895,2008-08-27,2027-04-03
2688,3082,1882,3963,2017-08-14,2029-05-13
2689,8924,3032,5890,2022-04-04,2025-09-02
2690,4799,6726,6339,2017-02-02,2029-11-30
2691,6480,2852,3315,2021-01-31,2027-03-25
2692,3484,5096,3851,2020-11-21,2026-01-10
2693,2367,980,7630,2014-05-06,2023-06-25
2694,1981,7910,6891,2020-03-29,2023-12-01
2695,5554,1165,3035,2009-08-31,2025-05-07
2696,9666,8740,5257,2016-04-20,2029-01-26
2697,6681,5480,631,2010-01-16,2028-01-21
2698,7912,4320,5102,2011-11-05,2023-10-27
2699,5678,5245,6434,2014-08-19,2026-10-04
2700,1350,9906,4428,2018-06-22,2025-05-16
2701,5076,3102,1031,2008-05-01,2028-06-19
2702,4848,6398,5849,2018-01-28,2026-10-27
2703,5247,3368,6785,2010-04-27,2027-12-22
2704,10029,8678,1393,2018-02-12,2029-12-31
2705,8654,9505,9052,2018-07-31,2029-03-03
2706,509,2537,3973,2012-04-04,2023-01-07
2707,9753,2364,3214,2014-11-22,2026-07-13
2708,1465,122,7240,2014-10-05,2029-11-23
2709,7352,8005,1886,2015-06-04,2022-12-08
2710,6741,9727,6341,2020-03-08,2028-02-14
2711,4326,4327,2803,2019-10-28,2028-01-05
2712,2762,3530,6097,2008-06-19,2024-10-15
2713,9235,8457,629,2019-01-26,2028-06-06
2714,4568,8687,3668,2016-08-21,2025-05-29
2715,2738,1331,889,2022-05-18,2024-10-30
2716,7224,6990,3448,2019-09-29,2028-04-26
2717,3117,5407,9299,2012-08-16,2028-02-05
2718,2716,1254,5436,2008-10-27,2027-06-14
2719,10012,1709,7231,2011-03-28,2022-11-25
2720,1561,8762,2781,2010-02-05,2029-02-11
2721,8198,5147,2176,2009-02-13,2025-09-08
2722,7197,6802,705,2013-11-25,2023-02-12
2723,6170,1778,8093,2019-05-03,2025-06-24
2724,4430,5881,6776,2020-05-11,2024-03-20
2725,6399,881,2639,2013-08-15,2029-12-09
2726,9037,4599,5854,2012-07-04,2023-03-15
2727,9984,4009,3369,2020-06-22,2028-10-16
2728,2151,1652,3768,2009-07-07,2023-01-03
2729,6458,4204,6414,2022-03-31,2022-12-12
2730,7820,3949,4021,2021-12-03,2026-03-06
2731,7109,2347,6472,2013-09-20,2026-06-05
2732,4433,7616,3760,2014-07-21,2022-08-27
2733,5204,8398,8160,2012-07-17,2025-05-05
2734,9440,10000,8070,2009-07-26,2027-05-10
2735,7914,4752,5442,2012-03-13,2026-12-18
2736,6244,176,1320,2022-04-30,2024-11-27
2737,5460,9244,4567,2009-07-11,2029-06-05
2738,4824,1903,4822,2017-04-04,2029-07-09
2739,4978,3931,6763,2007-11-15,2023-11-22
2740,8216,2691,1761,2007-06-16,2028-09-13
2741,5544,8081,4412,2016-10-05,2024-04-26
2742,660,639,8487,2009-05-20,2023-11-08
2743,5147,8277,5684,2020-07-20,2024-10-16
2744,5360,5115,7626,2007-12-10,2027-03-03
2745,5043,9165,9788,2019-01-01,2024-07-02
2746,9070,689,7146,2018-11-03,2026-08-06
2747,9884,4459,8703,2016-07-15,2024-04-17
2748,4068,8855,1373,2021-09-27,2029-05-17
2749,2624,5690,6615,2010-06-06,2025-01-01
2750,199,9957,2546,2010-10-16,2023-12-29
2751,7597,4200,5522,2007-08-28,2025-10-03
2752,9686,3709,3274,2013-07-14,2023-01-28
2753,8625,8038,2041,2020-06-18,2026-03-24
2754,8191,10066,7424,2021-03-26,2024-09-28
2755,751,4444,6393,2020-06-02,2028-01-08
2756,377,4759,2910,2008-01-18,2027-03-23
2757,6281,7881,9029,2011-06-05,2023-08-22
2758,1010,4277,4684,2012-03-15,2026-08-04
2759,7354,5976,6106,2020-06-19,2025-08-28
2760,6513,7891,9459,2010-02-04,2026-02-23
2761,284,9338,4233,2019-06-01,2029-02-24
2762,9660,351,9086,2010-02-27,2028-02-07
2763,6185,7877,267,2011-05-14,2029-03-05
2764,5665,3533,7670,2013-04-19,2023-02-02
2765,8923,4770,7430,2010-10-19,2028-07-11
2766,779,1138,3510,2010-08-04,2027-06-01
2767,7954,6563,669,2016-03-13,2026-01-02
2768,2623,371,6236,2007-02-02,2024-11-08
2769,9779,3402,7964,2013-03-21,2026-06-08
2770,430,7000,1218,2015-06-10,2024-10-18
2771,8364,7418,4245,2007-08-03,2027-03-01
2772,9468,9276,5618,2014-07-14,2023-09-30
2773,8859,3914,9193,2013-12-26,2026-06-16
2774,128,7754,2568,2022-01-18,2027-12-02
2775,760,7521,1164,2014-06-19,2025-12-26
2776,804,7819,4054,2007-05-18,2027-04-10
2777,3771,7398,2598,2014-02-21,2022-08-19
2778,1907,2138,5738,2011-12-15,2025-08-30
2779,981,6429,4929,2019-03-03,2027-10-20
2780,9478,1333,1662,2020-02-13,2025-02-19
2781,4026,5557,8118,2012-04-13,2024-12-11
2782,1962,2914,7399,2007-09-13,2023-11-11
2783,1148,7385,8656,2015-10-23,2024-01-26
2784,10070,4770,3526,2011-07-15,2022-06-02
2785,4819,6879,2488,2016-08-30,2029-01-31
2786,3141,174,7110,2009-08-22,2025-01-02
2787,9368,7550,1834,2020-01-12,2027-05-27
2788,8934,9437,719,2011-08-28,2027-02-27
2789,3134,2517,8130,2020-07-19,2028-03-05
2790,9476,4707,5115,2013-11-04,2029-06-05
2791,5098,2623,6970,2018-12-16,2025-04-07
2792,5192,6735,5745,2015-04-23,2023-09-21
2793,1641,9054,10052,2018-09-18,2029-01-17
2794,922,9668,3208,2009-07-03,2022-08-06
2795,5577,3357,4583,2018-12-21,2025-12-05
2796,8202,7642,353,2012-12-19,2027-04-23
2797,3994,2609,1166,2018-09-24,2022-09-03
2798,4299,2982,5862,2016-04-23,2024-12-18
2799,8103,216,733,2013-11-29,2023-05-09
2800,7127,9480,4937,2008-01-05,2023-02-20
2801,8353,4858,9170,2017-01-10,2028-04-17
2802,5146,5362,1354,2014-07-03,2027-11-16
2803,513,811,5863,2008-10-31,2024-12-08
2804,4579,3548,8646,2022-04-06,2028-01-02
2805,5733,8709,5093,2016-01-28,2027-11-28
2806,9898,8647,9507,2007-02-11,2022-09-06
2807,5412,9681,2818,2015-10-24,2022-07-12
2808,3496,5787,9092,2019-01-09,2022-11-21
2809,8673,7324,3021,2018-11-02,2024-03-23
2810,6028,2489,2557,2013-12-10,2024-05-07
2811,2687,6714,6320,2009-06-19,2024-01-01
2812,8925,1777,4430,2014-12-21,2026-10-30
2813,1579,769,9977,2019-04-25,2026-10-12
2814,3678,3572,811,2009-07-27,2023-06-25
2815,3410,3539,2249,2020-02-15,2023-04-04
2816,8764,3232,5762,2019-10-07,2027-05-31
2817,7653,6813,9724,2008-03-19,2022-08-09
2818,4038,4986,2077,2018-09-13,2026-08-28
2819,8651,9288,855,2017-05-24,2028-10-17
2820,1154,5967,9364,2021-06-03,2026-06-27
2821,8341,9059,933,2011-06-22,2027-11-22
2822,2462,6387,9359,2018-01-12,2024-08-14
2823,7700,798,9439,2017-01-16,2024-10-06
2824,2601,3239,1124,2021-10-02,2027-11-19
2825,4727,6467,9061,2007-10-15,2025-12-09
2826,3004,9269,1167,2018-07-13,2025-12-09
2827,9437,4395,8586,2010-02-18,2023-11-21
2828,2605,7301,7740,2011-01-17,2026-01-02
2829,4052,4913,7617,2021-04-21,2024-11-01
2830,6249,6967,1893,2013-07-19,2027-11-22
2831,9686,9096,6639,2018-03-15,2022-11-14
2832,7768,9944,9292,2012-03-28,2028-03-29
2833,3568,9725,9317,2014-11-04,2025-08-29
2834,3721,8254,3047,2011-10-14,2024-04-03
2835,6040,9853,841,2015-04-01,2024-06-14
2836,5697,1332,3893,2022-04-22,2024-04-06
2837,763,7727,463,2014-09-10,2029-06-16
2838,6243,6014,8087,2017-04-27,2027-11-23
2839,5267,2227,3606,2007-06-07,2022-08-03
2840,7580,3524,5849,2020-09-22,2029-07-05
2841,1631,2046,946,2019-01-24,2024-04-15
2842,5995,2026,6861,2008-07-27,2027-05-10
2843,9111,833,6027,2016-10-30,2028-08-27
2844,6641,3117,7512,2015-06-10,2029-06-07
2845,5484,1697,1228,2011-06-15,2025-11-28
2846,7576,6536,4014,2016-06-07,2029-09-09
2847,7645,9770,8064,2010-11-14,2026-01-09
2848,4317,1247,7085,2021-10-15,2027-08-01
2849,1151,8669,3439,2011-04-30,2027-05-06
2850,8530,2411,7835,2010-07-31,2026-08-16
2851,4554,6778,7898,2019-02-23,2024-09-26
2852,3837,1707,852,2021-01-23,2025-01-03
2853,9312,4593,6571,2017-08-24,2028-12-18
2854,4610,4887,8807,2007-09-03,2025-11-04
2855,4895,3527,3485,2012-01-30,2023-12-06
2856,1981,390,8421,2012-12-28,2028-02-02
2857,1105,6697,1507,2011-10-23,2024-06-05
2858,4218,4586,6367,2016-07-22,2025-01-22
2859,1795,2620,3656,2007-04-16,2022-09-14
2860,8701,7716,546,2019-09-08,2024-05-07
2861,5353,9037,4895,2017-02-22,2023-11-13
2862,8821,3363,3150,2008-04-30,2022-06-07
2863,4065,7201,9559,2012-06-18,2023-04-11
2864,2354,9600,8428,2022-02-08,2024-01-07
2865,8413,5718,763,2013-11-01,2026-05-19
2866,7054,1564,1634,2011-11-27,2022-08-06
2867,1452,9409,5850,2013-05-19,2026-03-01
2868,7058,7780,2574,2014-02-22,2027-11-20
2869,2616,1004,2798,2017-08-31,2025-11-12
2870,3621,6872,3575,2008-04-24,2024-02-18
2871,6783,4364,3279,2017-01-23,2024-07-03
2872,4011,130,7551,2013-08-02,2025-11-04
2873,4662,6013,9634,2017-08-26,2029-06-28
2874,9724,5558,3239,2014-02-06,2025-11-16
2875,9674,7482,5017,2015-02-28,2028-05-01
2876,679,1289,9332,2007-11-26,2025-04-02
2877,7884,1572,2315,2015-05-02,2025-12-27
2878,2242,917,9881,2009-06-01,2024-06-16
2879,1205,3321,7099,2020-07-09,2027-04-20
2880,2239,2769,9615,2012-06-11,2027-06-24
2881,5158,720,5904,2011-07-15,2029-08-15
2882,8282,6936,8570,2020-07-24,2028-03-05
2883,4572,3594,1304,2012-12-16,2022-09-14
2884,4318,9853,2333,2022-05-30,2028-09-04
2885,8798,566,798,2012-07-12,2023-04-03
2886,6696,679,5663,2008-11-22,2022-10-18
2887,7976,2884,3258,2020-04-30,2026-05-18
2888,1339,4158,6176,2022-03-10,2023-04-26
2889,1587,287,2203,2012-10-30,2025-08-02
2890,8448,4223,8739,2007-01-31,2023-02-16
2891,7872,2912,9191,2013-12-12,2028-05-22
2892,7579,1996,10075,2012-11-12,2024-03-13
2893,3376,5921,8439,2018-11-08,2023-01-16
2894,7133,2900,4285,2018-04-27,2027-09-08
2895,5079,3049,4883,2019-04-30,2026-07-02
2896,6064,3174,6709,2010-01-12,2029-09-21
2897,8466,9838,7643,2010-06-29,2028-10-01
2898,5482,8987,353,2020-04-09,2024-08-03
2899,7067,657,6154,2011-12-19,2028-08-16
2900,1372,4225,3785,2008-12-05,2029-07-05
2901,6203,2303,5965,2007-03-07,2022-12-25
2902,8362,7756,2203,2016-01-04,2024-04-09
2903,4121,4911,8840,2008-02-06,2025-07-06
2904,9156,8564,9101,2020-02-28,2029-11-23
2905,7438,2790,3256,2009-10-02,2028-08-28
2906,6562,7603,3925,2014-08-04,2025-04-04
2907,6551,9812,6041,2011-09-16,2022-06-15
2908,9047,10037,4777,2019-11-25,2027-02-03
2909,1990,387,10021,2018-06-29,2027-02-05
2910,7046,9039,2763,2010-02-21,2026-06-08
2911,7736,6033,6127,2020-10-06,2027-05-17
2912,6538,7611,758,2014-07-27,2027-03-16
2913,705,8004,7536,2014-05-11,2024-02-16
2914,4834,3650,6381,2011-04-24,2022-10-02
2915,3870,3110,8017,2011-07-26,2028-08-25
2916,6855,7123,5209,2010-08-04,2029-07-04
2917,452,3446,659,2010-11-06,2023-07-05
2918,7007,3124,4031,2013-07-27,2024-09-26
2919,2386,608,3143,2014-07-23,2029-04-22
2920,2153,5510,4012,2017-11-22,2027-02-20
2921,8955,6268,8232,2015-12-12,2022-08-02
2922,8459,3372,2850,2012-03-01,2024-12-31
2923,6052,9046,6333,2020-07-02,2023-04-10
2924,4203,3527,3073,2008-07-08,2028-09-01
2925,4971,7836,6489,2011-01-06,2026-12-09
2926,845,7291,7241,2008-06-01,2027-09-23
2927,5280,8121,1337,2014-02-09,2026-02-23
2928,4851,6421,4493,2013-01-11,2026-09-21
2929,871,6831,5297,2022-02-11,2027-01-05
2930,6259,6501,3835,2007-10-09,2024-02-15
2931,9669,8779,2113,2013-10-16,2026-06-09
2932,7906,7988,9484,2007-12-01,2022-10-06
2933,6672,9344,4581,2012-11-04,2027-12-19
2934,8603,1096,9805,2009-11-13,2024-06-06
2935,6077,9315,9290,2010-01-09,2027-03-10
2936,8744,4384,6234,2021-05-10,2023-12-07
2937,7166,607,9330,2015-08-17,2024-04-15
2938,2212,7242,5749,2015-02-22,2027-08-07
2939,3655,4162,4727,2022-03-12,2027-12-07
2940,9655,5732,5642,2014-03-20,2022-09-19
2941,7338,3688,1175,2007-01-15,2022-12-29
2942,910,799,2098,2009-05-16,2029-04-15
2943,1923,4864,770,2022-04-29,2028-10-28
2944,4697,1513,525,2010-03-14,2025-09-30
2945,6596,9916,6873,2020-11-29,2024-08-16
2946,5975,1709,7648,2013-05-08,2026-12-12
2947,5377,2668,382,2008-04-25,2026-01-31
2948,8325,7378,8343,2008-01-29,2027-11-30
2949,275,4147,6805,2014-03-18,2027-10-18
2950,8310,4739,2829,2013-05-31,2029-04-02
2951,2976,7599,5195,2007-06-12,2029-04-03
2952,8785,7267,4893,2008-11-11,2029-05-15
2953,9163,8429,1039,2018-03-06,2024-10-21
2954,6386,9444,4519,2008-08-18,2026-09-23
2955,8523,1000,6000,2015-09-29,2022-08-12
2956,7730,5692,8134,2018-03-06,2025-03-17
2957,9664,9207,1237,2012-06-30,2028-08-31
2958,8181,9076,4821,2018-07-20,2025-03-20
2959,7424,3492,6365,2010-07-20,2025-04-06
2960,4826,1263,2489,2022-03-25,2026-12-12
2961,5477,3607,7775,2017-07-10,2022-06-02
2962,2413,8831,893,2022-02-13,2023-10-20
2963,2605,1068,8095,2014-10-13,2024-07-19
2964,945,5356,4247,2020-06-18,2027-12-30
2965,5616,7454,1173,2010-11-25,2023-01-09
2966,7258,8591,1539,2014-01-13,2027-02-17
2967,4056,3450,8701,2014-12-14,2027-03-12
2968,4335,3493,3817,2019-05-27,2026-09-23
2969,7442,1011,2646,2013-11-08,2024-03-28
2970,2758,7166,5889,2007-07-09,2027-07-21
2971,651,3342,6771,2019-11-18,2024-11-07
2972,7006,2631,4234,2012-10-30,2023-02-12
2973,7515,6829,9511,2014-08-22,2023-09-23
2974,7533,9501,574,2016-04-21,2026-08-03
2975,9140,3677,9323,2015-12-04,2023-03-07
2976,10016,9632,7670,2009-07-24,2023-04-14
2977,2335,7818,3263,2021-12-05,2025-01-02
2978,6910,3831,8540,2020-06-27,2023-11-04
2979,1281,6435,8358,2016-09-10,2027-02-26
2980,3106,3129,4848,2008-03-26,2029-12-01
2981,8680,1149,8916,2016-12-27,2028-07-04
2982,5641,8566,7974,2021-10-09,2025-12-08
2983,3120,8350,5037,2008-09-30,2025-03-29
2984,906,821,5211,2022-03-06,2029-02-28
2985,1331,7161,640,2012-06-09,2027-05-21
2986,7992,2280,2781,2016-11-30,2023-06-28
2987,5722,1883,5897,2010-08-04,2026-03-23
2988,6369,5930,2190,2022-02-03,2029-06-11
2989,3811,4959,7593,2010-07-09,2024-01-27
2990,7300,4753,1656,2018-07-18,2025-11-26
2991,8836,3243,2396,2011-08-13,2023-06-22
2992,3573,9043,282,2019-01-01,2029-09-16
2993,1138,7392,5820,2008-06-10,2026-04-09
2994,7760,1789,5337,2013-04-16,2023-12-08
2995,1452,6561,3849,2017-02-10,2028-09-04
2996,2898,1589,6109,2011-12-04,2026-08-01
2997,9799,7928,304,2009-10-08,2028-01-12
2998,285,3551,9063,2009-11-21,2029-03-28
2999,1521,2408,7563,2020-05-31,2023-04-08
3000,1513,1317,6813,2018-02-11,2026-08-12
3001,8359,783,7190,2008-03-14,2025-09-13
3002,6964,9117,6499,2011-05-28,2028-01-29
3003,6014,3666,8448,2018-02-28,2026-04-12
3004,1355,9329,5448,2021-03-09,2023-03-16
3005,8299,9508,7023,2011-12-03,2026-08-21
3006,9929,580,2377,2018-02-14,2023-09-07
3007,10047,7835,6339,2011-07-16,2025-09-02
3008,626,2765,9884,2008-03-10,2022-08-24
3009,9401,1640,2169,2009-06-07,2028-04-25
3010,8866,3710,7132,2019-03-04,2026-10-28
3011,1621,5369,9851,2019-03-11,2023-03-18
3012,9547,149,4580,2019-12-27,2025-06-18
3013,6855,1556,2788,2014-03-17,2026-05-31
3014,6974,7072,4771,2019-09-13,2027-06-02
3015,4573,4647,3444,2019-08-10,2022-12-27
3016,2866,3449,3042,2010-05-27,2024-03-23
3017,3919,6667,5524,2015-12-11,2026-05-18
3018,4343,7612,7071,2007-05-26,2024-02-19
3019,563,4349,1959,2007-01-14,2024-10-27
3020,9456,1334,5865,2017-07-22,2024-01-22
3021,5543,7252,7765,2013-11-26,2022-06-03
