id_trips,forms_of_payment_id_forms_of_payment,departure_address,arrival_address,estimation,clients_id_clients,order_methods_id_order_methods,contracts_id_contracts
2744,1577,Mbabane,São Paulo,4,1823,8633,7680
2745,6879,Addis Ababa,Minneapolis,5,7231,5385,7416
2746,9761,Nakhon Ratchasima,Pretoria,5,7141,9911,8741
2747,6985,Calgary,Changchun,5,9990,6857,6073
2748,9050,Bridgetown,Paramaribo,1,3473,5473,1054
2749,2687,Adak,Mamoudzou,2,3668,9031,9124
2750,751,Santa Cruz de la Sierra,Valencia,3,5719,4983,6073
2751,4490,Francistown,Milan,3,5418,5371,6328
2752,9353,St. Louis,Manaus,4,7424,2427,7936
2753,8553,Yakutsk,Jinan,3,504,5533,7500
2754,9836,Mata-Utu,Wichita,5,3088,9485,8908
2755,3940,Nanjing,Nicosia,2,7157,7885,7433
2756,4314,Abu Dhabi,Douglas,3,2452,1092,6835
2757,130,Marrakech,Tripoli,3,8521,1990,8963
2758,3006,Oklahoma City,Ipoh,2,5440,1083,581
2759,2954,Riverside,Davao City,3,5988,4979,7344
2760,2454,Zamboanga City,Washington,4,8401,7700,308
2761,3834,Johor Bahru,Basse-Terre,2,9565,5165,4673
2762,3541,Johor Bahru,Livingstone,1,1907,9944,7757
2763,9256,Sukhumi,Tiraspol,4,271,1262,709
2764,4857,Pretoria,Rabat,1,5017,490,9144
2765,7204,Frankfurt,Kuching,1,3430,7187,3833
2766,7790,Antofagasta,Barcelona,4,2137,841,4367
2767,9675,Dededo,Udon Thani,4,6872,2479,4255
2768,2423,Vaduz,Davao City,4,3520,9374,5175
2769,7951,Oslo,Belmopan,4,2698,7890,8267
2770,5417,Saint-Denis,Monaco,4,2732,7074,3415
2771,8435,Campinas,Kandy,3,3752,4179,4090
2772,578,Libreville,Belém,1,7820,9074,369
2773,2664,Chengdu,Basra,5,266,9318,10045
2774,8799,Kigali,Pago Pago,5,9970,9341,4897
2775,8171,Kunming,Puebla,5,4579,5617,1301
2776,2041,Havana,Mashhad,1,8319,9031,9955
2777,1863,Incheon,Canberra,4,6430,721,411
2778,8653,Saint-Pierre,Sydney,2,3042,8674,4342
2779,3680,Winnipeg,The Valley,5,2087,3309,9351
2780,6626,Qingdao,Johannesburg,3,3458,6570,1817
2781,4255,Magadan,Fortaleza,1,7013,2551,6326
2782,8780,San Francisco,Leeds,5,2017,6892,4431
2783,4196,Mecca,New York City,5,9437,398,6491
2784,746,Lilongwe,Newcastle,1,6534,4986,6992
2785,8702,Malmö,Ashgabat,2,8150,4343,8877
2786,6782,Johor Bahru,Patna,2,6921,2794,3406
2787,6475,Fortaleza,Jacksonville,5,7720,6528,5750
2788,8400,Nouméa,Labasa,1,7564,9696,1714
2789,6442,Hong Kong,South Tarawa,5,9774,8126,6130
2790,8866,Wichita,Regina,2,2397,5219,4477
2791,3458,Kota Bharu,Detroit,2,802,441,9614
2792,9434,Townsville,Qingdao,4,3111,2117,3069
2793,248,Kandahar,Cali,4,3487,4243,5557
2794,5494,Washington,Düsseldorf,5,6968,2880,9957
2795,5335,Singapore,Geelong,3,3400,6793,3349
2796,6702,Oranjestad,Houston,2,5379,2817,2057
2797,1435,Panama City,Graz,2,7920,1310,311
2798,9984,Gangtok,Handan,5,6399,6437,2779
2799,6337,Pekanbaru,Changchun,3,4885,2196,7341
2800,1949,Vitória,Praia,1,3013,7563,9480
2801,501,Djibouti (city),Asunción,3,3746,9169,9035
2802,4224,Makassar,Belgrade,3,8317,4363,9231
2803,2692,Milan,Hanoi,2,3670,9897,7656
2804,9560,Turin,Barranquilla,3,2662,726,8963
2805,749,Livingstone,Perth,2,2787,9958,9870
2806,415,Rabi Island,Forked River,4,3134,4522,5485
2807,9114,Medellín,Pyongyang,1,4460,4625,248
2808,4363,Ilhéus,Málaga,5,8258,4309,725
2809,7579,Minneapolis,Providence,3,2094,7780,1869
2810,6343,Paramaribo,Manila,4,2971,9357,1127
2811,5746,Wuhan,Budapest,1,418,5200,9662
2812,1674,Aberdeen,Douala,1,8399,3820,8587
2813,3491,Valencia,Yokohama,2,1435,9803,9784
2814,6810,Riverside,Peshawar,5,3710,2990,2635
2815,7351,Nicosia,Nouakchott,4,6217,945,8424
2816,9904,Ljubljana,Lhasa,3,2340,8366,4137
2817,9831,Cardiff,Faisalabad,5,7460,7622,5213
2818,7475,Lusaka,Hai Phong,5,9753,8539,5444
2819,6271,Cockburn Town,Chengdu,2,4623,9172,6118
2820,5228,Tiraspol,Namangan,1,543,3708,1951
2821,6235,Pattaya,Athens,3,9652,6874,4873
2822,6053,İzmir,Lhasa,3,3315,3610,5997
2823,9651,Tórshavn,Belfast,5,765,6858,8342
2824,3382,Beirut,Vienna,5,4583,5739,9425
2825,4506,Moroni,Nagoya,2,8116,5800,4714
2826,2311,Novosibirsk,Kuala Lumpur,1,9115,1299,9573
2827,9384,Balikpapan,Djibouti (city),2,894,7343,4785
2828,5922,Durban,Sofia,1,5366,4976,7923
2829,5107,Faisalabad,Minneapolis,5,1991,6224,3517
2830,2008,Gold Coast,Hong Kong,2,4483,1995,4898
2831,9214,Simferopol,Bissau,4,3716,3763,2825
2832,9514,Puebla,Espoo,4,8160,2674,8321
2833,5225,Antwerp,Kaesong,3,6088,5040,270
2834,2881,Chongqing,Brikama,1,3605,3653,4523
2835,2873,Tampere,Dammam,1,7826,3093,1050
2836,9948,Koror,Novosibirsk,2,8591,282,9126
2837,450,Basse-Terre,Dalian,4,5528,7095,6742
2838,2973,Kanpur,Dublin,1,2319,7592,5100
2839,2927,Minsk,Surat Thani,1,941,1826,3490
2840,4260,Omdurman,San Diego,2,7652,8826,2794
2841,2592,Huế,Geneva,4,926,1686,1620
2842,162,Murmansk,Ho Chi Minh City,4,8906,8699,3020
2843,4660,Campinas,Yerevan,2,8677,7973,4961
2844,6645,Nairobi,Greenwich,1,3941,5785,6857
2845,2550,Surabaya,Paramaribo,2,988,5700,5967
2846,6067,St. John's,Dammam,4,6952,1547,6877
2847,8165,Lanzhou,Koulikoro,4,3684,8286,377
2848,6684,Vienna,Bergen,2,779,1688,1259
2849,7166,Sapporo,Nukulaelae,3,9057,6153,5550
2850,3710,Johor Bahru,Pyongyang,1,9109,9823,6023
2851,6517,Sana'a,Cardiff,1,3265,7479,7107
2852,4816,Iquique,Francistown,5,8908,7751,2855
2853,588,Yaren District,Hanoi,4,228,7245,4306
2854,2500,Brasília,Pekanbaru,2,2609,4675,1798
2855,6448,Pristina,Bamako,1,1840,2886,4020
2856,9024,New York City,Koulikoro,5,2708,8667,6961
2857,6344,Port Louis,N'Djamena,5,3531,5160,4692
2858,2256,Toronto,Lhasa,4,5930,8295,4797
2859,7612,Santiago,Cusco,2,7614,9768,7611
2860,1738,Liverpool,Belgrade,4,1801,8363,6218
2861,4426,Brisbane,Cincinnati,1,938,7948,9507
2862,7659,Quebec City,Cape Town,5,1265,5030,3976
2863,8031,Sapporo,Kinshasa,5,3716,4683,4359
2864,610,Mata-Utu,Colombo,1,9435,6422,2880
2865,4544,Freetown,Adamstown,2,4355,3908,7067
2866,8267,Asunción,Tunis,3,1333,10058,1567
2867,1353,Chiang Mai,Shenzhen,2,8926,6706,4637
2868,5982,Cairns,Udon Thani,4,4325,5314,4880
2869,5198,Guayaquil,Bangui,2,7930,7221,816
2870,239,San Carlos de Bariloche,Nashville,1,7232,8091,6990
2871,889,Campo Grande,Bandar Seri Begawan,2,2112,6381,8922
2872,4751,Harbin,Fukuoka,5,1776,9909,4230
2873,5114,Santa Cruz de Tenerife,Chongqing,5,1083,4128,6625
2874,4822,Gdańsk,Rochester,5,2764,9817,2770
2875,9375,Kota Kinabalu,Funafuti,5,6628,5645,7989
2876,5345,Tampa,Sucre,3,5616,4970,3843
2877,286,Chongjin,Tucson,2,7218,7894,3563
2878,5210,Mashhad,Hong Kong,4,5497,8849,4570
2879,2321,Copenhagen,Semarang,5,3080,6293,9429
2880,796,Thimphu,Athens,1,7695,6847,8866
2881,1699,Kyoto,Adamstown,1,2439,5320,7298
2882,5038,Tartu,Kingston,1,3571,8430,7593
2883,6869,Nouméa,Papeete,3,3214,4348,9925
2884,4189,Kunming,Assis,3,4899,1641,9535
2885,4972,Jamestown,Hargeisa,4,1828,7104,5736
2886,1245,Lyon,Cairns,2,8449,1566,4526
2887,1537,Nagpur,Fairbanks,3,7214,7145,478
2888,2392,Abidjan,Düsseldorf,5,5154,7374,5478
2889,9407,Horta (Azores),Konya,2,3751,6505,3777
2890,596,Vatican City,Ljubljana,5,108,1571,2270
2891,5745,Lusaka,Manzini,5,8252,264,4103
2892,9806,Buffalo,Ndola,1,9886,6297,10084
2893,957,Handan,Lomé,2,2688,6671,8834
2894,8108,Castries,Dallas,5,8812,9614,4254
2895,7905,Puerto Williams,Miri,2,3347,5266,4628
2896,9056,Murmansk,Harare,5,8889,4853,7531
2897,423,İzmir,Dakar,5,4221,3702,1757
2898,8083,Lucknow,Kaesong,2,3072,2448,4550
2899,8720,Amsterdam,Yaoundé,3,611,1421,7271
2900,390,Glasgow,Ibadan,2,9831,4612,8401
2901,4736,Kabul,Jacksonville,3,9828,2973,7670
2902,6184,Chongqing,Rome,2,639,3438,3511
2903,4994,Port Said,Harare,2,5680,5650,6485
2904,10085,Huế,Tijuana,2,7750,5057,2683
2905,9273,Port of Spain,Harbin,4,9254,5591,7402
2906,7897,Regina,Magadan,3,5500,6213,4228
2907,9139,Columbus,Gangtok,2,6525,6142,2228
2908,557,Sydney,Antofagasta,4,6090,5538,9983
2909,2197,Sitka,Hamilton,5,5748,2708,7245
2910,4269,Espoo,Monaco,4,1736,8513,5169
2911,177,Shanghai,Salzburg,2,8309,5336,1709
2912,7932,Sarajevo,Cairo,5,8833,9574,4392
2913,8155,Amman,Málaga,4,5007,4402,275
2914,302,Sydney,Seoul,2,4063,702,7382
2915,176,Medellín,Tianjin,5,131,3216,7055
2916,2406,Edinburgh,Padang,2,1948,7964,3186
2917,2816,Tallinn,Medina,4,8840,8047,8333
2918,1017,Cleveland,Athens,5,7515,694,4510
2919,6295,Yakutsk,Medan,4,4815,3243,1071
2920,5704,Memphis,Amritsar,2,7917,2452,6452
2921,4246,Berlin,Tbilisi,2,5464,9518,5758
2922,2290,Buffalo,Rockhampton,4,3715,3375,6370
2923,3598,Medina,Sucre,5,1342,8862,9428
2924,3534,Odessa,Paramaribo,1,1103,4729,3736
2925,4475,Nanning,Porto-Novo,2,888,6352,8387
2926,2959,San José,Mandurah,1,2058,9052,5402
2927,8360,Leeds,Tbilisi,2,8666,8571,1350
2928,1455,Oklahoma City,Thiès,4,3687,9321,6578
2929,3653,Pelotas,Santa Cruz de Tenerife,2,4461,10070,360
2930,5391,Belfast,Cebu City,1,9429,2067,5324
2931,3035,Luanda,Belize City,2,6525,2695,4212
2932,2001,Harbin,New Delhi,2,7599,10047,2737
2933,8890,Ho Chi Minh City,Banjul,2,4542,3782,2213
2934,1451,Ljubljana,Perth,5,7499,1156,9331
2935,4352,Port Blair,Road Town,1,4185,4545,8426
2936,3157,Strasbourg,Tianjin,2,7996,5591,1357
2937,8452,Manzini,Innsbruck,1,9069,9698,7513
2938,7088,Siem Reap,Mecca,1,2200,4647,4882
2939,6841,Iloilo City,Port Elizabeth,4,5895,6513,7918
2940,3192,Kyoto,Perm,5,7943,9320,8812
2941,4298,Chengdu,Stockholm,2,7901,6260,852
2942,5923,Montreal,Chongjin,2,7318,4795,399
2943,8508,Kansas City,Toulouse,4,2280,3370,1218
2944,5312,Sapporo,Bratislava,3,2752,197,9707
2945,7485,Charlotte,Seville,1,8789,6486,7833
2946,8417,Hat Yai,Pelotas,2,800,7467,6468
2947,2752,Agartala,Dongguan,5,6000,1640,567
2948,5581,Nukuʻalofa,Columbus,4,9924,4871,1018
2949,8882,Port Vila,Nashville,3,9949,1940,7276
2950,1060,Mecca,Roseau,1,261,7955,6559
2951,1070,Cuiabá,Harare,2,2943,8584,5034
2952,7591,Houston,Ouagadougou,1,2764,9378,1115
2953,6861,Espoo,Mendoza,4,7621,2421,5452
2954,4737,Barranquilla,Brisbane,1,1708,925,8521
2955,3584,Toronto,Monterrey,2,3216,5439,2437
2956,9932,Recife,Funafuti,3,7711,2535,6586
2957,8082,Siem Reap,Brisbane,1,6778,1691,7951
2958,4543,Willemstad,Alofi,3,8603,9509,521
2959,175,Brisbane,Bogor,1,4415,4384,3611
2960,9777,Kaliningrad,Montevideo,3,1048,5924,6688
2961,5997,Campo Grande,Brikama,3,3549,629,3163
2962,2461,Kota Kinabalu,Kaohsiung,3,10055,9727,6436
2963,1878,Aarhus,Niamey,3,9751,7338,1734
2964,9219,Ho Chi Minh City,Pristina,3,1024,4483,3602
2965,8968,Thessaloniki,Beirut,2,7909,3994,2117
2966,6160,Lviv,Blantyre,1,1875,5590,8841
2967,9113,Mersin,City of Halifax,2,2134,7459,1491
2968,1028,Shigatse,Makati City,3,6167,8652,738
2969,7903,Maceió,Lanzhou,5,8055,1919,5899
2970,2988,Vancouver,Vitória,1,8006,1665,1182
2971,8747,Arbil,Damascus,4,8714,9599,4988
2972,739,Pune,Caracas,5,4217,2245,888
2973,882,Lobamba,Guangzhou,3,9635,4171,2785
2974,213,Ho Chi Minh City,Angra do Heroísmo,1,2652,7457,1530
2975,6093,Chihuahua,Lomé,2,6784,3902,9063
2976,8007,Shigatse,Hangzhou,1,602,1685,5205
2977,2583,Balikpapan,Funafuti,2,5424,1764,8907
2978,5997,Fredericton,Mbabane,5,6377,1453,9522
2979,2826,Mwanza,Campinas,3,5108,4931,6335
2980,8796,Kuching,Pekanbaru,3,6610,7956,2731
2981,6694,Francistown,Okinawa,5,1716,1585,2971
2982,6158,Dhaka,Santa Cruz de Tenerife,5,5814,8327,5773
2983,5260,Johor Bahru,City of Halifax,5,390,3413,7167
2984,8421,Gangtok,Hangzhou,3,1735,2918,1742
2985,1709,Minneapolis,Portland,4,3275,246,7884
2986,6579,Palembang,Santa Cruz de Tenerife,2,8048,9924,754
2987,2094,Espoo,Brazzaville,4,1036,5180,4617
2988,2066,Bogor,Norilsk,5,9236,3758,1149
2989,7879,Innsbruck,Quetzaltenango,3,5715,9224,8742
2990,9164,Salzburg,Simferopol,4,4673,5466,8540
2991,3964,Calama,Dublin,2,5482,5303,8361
2992,5435,Norilsk,Pretoria,3,352,9816,7211
2993,9830,Arequipa,Bern,1,479,8348,5661
2994,8192,Suez,Da Nang,5,1346,2336,9238
2995,7603,Manama,St. Louis,5,8399,8813,227
2996,5422,Naypyidaw,Iquique,5,2037,6070,7000
2997,972,Hanover,Bogor,3,7653,6637,6727
2998,193,Fredericton,Honiara,1,5686,328,767
2999,5645,Mogadishu,Antofagasta,1,2609,9122,2886
3000,6221,Kingston,Roseau,3,4774,3627,1623
3001,1758,Wellington,Nuuk,2,3224,130,2463
3002,1193,Dalian,Ulan Bator,5,5787,7234,6602
3003,7650,Jeddah,Zhengzhou,3,1326,2022,7263
3004,1672,Da Nang,Xi'an,2,6587,2136,462
3005,6978,Jinan,Doha,5,6088,7221,3486
3006,7363,Barcelona,Santa Cruz de Tenerife,3,3700,8408,7126
3007,2546,Ahmedabad,The Hague,3,9634,5469,833
3008,7524,Amsterdam,Detroit,2,4312,8876,3595
3009,3254,Lima,Kharkiv,4,6789,1015,5774
3010,2663,Luxembourg (city),Macau,5,2697,5323,3049
3011,5205,Albuquerque,Norilsk,3,231,3004,5494
3012,6464,Pittsburgh,Yekaterinburg,3,3068,2056,5093
3013,4855,Lima,Bursa,4,6819,4598,4724
3014,9963,Tampa,Livingstone,4,9042,8417,2149
3015,1300,Nice,Darwin,1,4420,6864,1864
3016,6313,Praia,Funafuti,1,9781,670,9824
3017,10045,Strasbourg,Kinshasa,5,7286,3586,1829
3018,2341,Omdurman,Harbin,2,10069,2278,7742
3019,464,Shijiazhuang,Accra,4,7622,7297,886
3020,6194,Timbuktu,Houston,2,1642,1486,4836
3021,3019,Luxembourg (city),Pelotas,4,7486,893,2803
3022,1057,Lyon,Quezon City,1,4851,8029,1477
3023,648,Pristina,Jersey City,4,861,5305,1636
3024,8530,Moroni,Conakry,1,8958,8531,2021
3025,6732,Calgary,Campinas,4,1390,149,5342
3026,6354,Surabaya,Antofagasta,5,6459,1246,5971
3027,7325,Oslo,Lisbon,1,2012,7655,3222
3028,1528,Caracas,Monaco,2,314,227,7945
3029,7415,Taiyuan,Osaka,2,676,533,2590
3030,5210,Geelong,Vilnius,5,1677,4384,665
3031,7516,Fairbanks,Srinagar,3,1668,9813,2479
3032,1207,Lilongwe,Bucharest,4,7181,188,1766
3033,8312,Sucre,Albuquerque,1,8497,3233,3184
3034,7952,Sana'a,Pittsburgh,4,865,8662,5872
3035,1341,Surat,Stuttgart,1,5904,5087,6685
3036,8316,Vladivostok,Pune,4,5036,3869,2960
3037,7505,Bangui,Taichung,3,4084,7284,3539
3038,8299,Melbourne,Miri,2,9630,6448,8388
3039,9263,Geneva,Kota Kinabalu,3,1870,10049,1064
3040,5476,Concepción,Stockholm,5,4655,9315,8073
3041,1986,Dededo,Geneva,4,5825,6985,7983
3042,3490,Thessaloniki,Tunis,2,1240,8408,9714
3043,7705,Denpasar,Lanzhou,3,5817,9586,3143
3044,6656,Hiroshima,Tabriz,5,4921,8340,6165
3045,295,Berlin,Johannesburg,2,7666,1888,7590
3046,9383,Kanpur,The Hague,4,4576,3074,6630
3047,5043,Nouakchott,Tashkent,2,3800,8030,3769
3048,1537,Road Town,Pelotas,5,2556,4427,886
3049,6401,Tskhinvali,Nanning,2,9003,7392,800
3050,6144,Madrid,Bissau,4,204,8691,3795
3051,8915,Phuket (city),Chiang Mai,4,943,3366,6324
3052,3925,Amsterdam,Pontianak,4,2972,9028,5881
3053,7126,Washington,Bahía Blanca,2,9332,2745,10088
3054,6970,Skopje,Chicago,5,5868,1322,8879
3055,9317,Phoenix,Gold Coast,1,7149,4175,7811
3056,2374,Chennai,Pune,4,4399,6134,3452
3057,7370,Multan,Pekanbaru,1,7321,4647,2642
3058,7780,Forked River,Kuala Lumpur,3,8776,1894,6680
3059,3493,Bratsk,Ponta Delgada,5,5841,865,4148
3060,102,Ouagadougou,Ottawa,3,4367,396,785
3061,1768,Brussels,Dibrugarh,2,8102,9417,507
3062,1842,George Town,Chicago,1,6690,8840,2609
3063,371,Rosario,Mendoza,5,2962,8362,5495
3064,7862,Xi'an,Macapá,3,3992,7117,4365
3065,4199,Lucknow,Antwerp,4,2829,7970,3618
3066,8838,Tokyo,Surat,5,9362,9310,5332
3067,7028,Mashhad,Manchester,3,3157,6976,6011
3068,1961,Quetzaltenango,Mata-Utu,2,7633,4664,5835
3069,645,Petropavlovsk-Kamchatsky,Cayenne,2,8859,9491,5247
3070,7874,Malé,Andorra la Vella,4,3389,9856,7366
3071,5827,Ludhiana,Maracaibo,5,8786,9404,9429
3072,3671,Vaduz,Quebec City,4,9305,6605,6025
3073,427,Mecca,Shillong,2,10093,6399,4243
3074,333,Naples,Stockholm,5,3952,9280,5527
3075,6323,Ankara,Yerevan,2,6825,8432,1533
3076,9670,Kota Bharu,Chengdu,1,9458,479,8108
3077,2310,Kota Kinabalu,Istanbul,4,5050,5470,6374
3078,5127,The Valley,Port of Spain,1,2453,1539,7126
3079,7462,New Orleans,Nakhon Ratchasima,3,6649,1240,9788
3080,5002,Mersin,Faisalabad,1,6990,4016,5332
3081,5668,Kabul,Hamburg,4,3177,2279,4438
3082,1067,Buenos Aires,Asmara,5,5524,8238,6081
3083,7424,Lanzhou,Puebla,3,6397,4245,8837
3084,3896,Shenyang,Louisville,4,3164,8549,1637
3085,3042,Luxembourg (city),Kinshasa,3,2774,4763,1062
3086,6389,Porto,Novosibirsk,5,277,8471,4395
3087,9896,Podgorica,Suva,1,1444,8786,4300
3088,1906,Calama,Winnipeg,4,5188,2383,581
3089,9812,Shijiazhuang,Balikpapan,4,3433,8494,3376
3090,2844,Hamburg,Valparaíso,5,761,6559,8024
3091,1115,Bilbao,Basse-Terre,3,7809,9727,1942
3092,9715,Aberdeen,Port Elizabeth,4,612,6869,5015
3093,5363,Willemstad,Cape Town,4,7489,3896,6196
3094,1114,Durango,Enugu,1,3405,2988,7810
3095,7014,Quito,Longyearbyen,4,645,1420,9733
3096,8194,Bergen,Makati City,3,838,5001,3755
3097,4899,Warsaw,Perm,2,3232,3456,1278
3098,3492,Siem Reap,Casablanca,4,8904,8630,6489
3099,5435,Chiang Mai,Denpasar,3,1503,1903,8559
3100,1373,Manama,Tijuana,4,1868,5830,8813
3101,3795,Paramaribo,Chiang Mai,1,506,8444,6461
3102,417,Kobe,Bissau,3,3735,5277,736
3103,4280,Belize City,Cayenne,2,2114,7528,3184
3104,7146,Guadalajara,Roseau,3,3728,7616,4367
3105,8949,Istanbul,Ndola,5,1009,5759,6853
3106,8590,South Tarawa,Cairo,4,6601,698,8889
3107,4781,Ambon,Jakarta,2,2246,4668,3507
3108,5629,Nanjing,Baltimore,3,8212,1420,3314
3109,3788,Weno,Ambon,4,2949,7585,8996
3110,5013,Ottawa,Suez,1,7623,2176,6267
3111,9751,Quito,Angra do Heroísmo,4,2106,8819,5983
3112,9142,Mecca,Beijing,3,7173,5029,1721
3113,8611,Tucson,Hat Yai,4,6655,454,9038
3114,1331,Stockholm,Surat Thani,1,1045,7920,3770
3115,5949,Auckland,Islamabad,4,9600,1434,4579
3116,10000,Surat,Rockhampton,3,1841,8222,3002
3117,2521,Avarua,Philadelphia,3,7577,3073,5531
3118,8589,Huế,Kaohsiung,5,3208,2023,8418
3119,9282,Stockholm,Amritsar,1,5385,4102,8911
3120,3002,Perm,Nukus,3,350,4204,2765
3121,9388,Pittsburgh,Oslo,1,8753,6103,7081
3122,4249,Hagåtña,Marrakech,4,5098,4755,7451
3123,3354,Seattle,Kabul,3,505,6088,9927
3124,3147,St. Louis,Saipan,5,170,9077,5979
3125,6959,Omsk,Lagos,1,8718,7831,7143
3126,207,Osaka,Copenhagen,1,6232,4591,6644
3127,8182,Kabul,Tiraspol,2,2274,4566,8363
3128,602,Santa Cruz de la Sierra,Vitória,1,7338,3694,8239
3129,6737,Dubai,Almaty,3,6252,8586,8671
3130,6004,Dushanbe,Xining,3,1448,5704,7521
3131,4002,Seville,Berlin,4,6592,2339,1033
3132,9822,Macau,Willemstad,5,9063,1799,1280
3133,1090,Medina,Ibadan,2,9606,6918,8680
3134,381,Vaduz,Jayapura,2,5835,5691,1812
3135,4688,Johannesburg,Antananarivo,4,3218,9753,8751
3136,2143,Guwahati,Iquique,4,2850,9053,7131
3137,2927,Regina,Milan,1,7700,9997,2592
3138,8119,Riyadh,Bloemfontein,5,501,10064,799
3139,7094,Omdurman,Cotonou,5,2211,3362,3806
3140,1901,Fortaleza,Invercargill,4,9296,5498,3619
3141,8744,Norilsk,Malé,4,7443,6815,6345
3142,2319,Barcelona,Seoul,4,3777,1966,7024
3143,3601,Athens,La Paz,5,9067,5515,8025
3144,1760,Porto Velho,Kunming,1,8352,5863,4933
3145,2088,Marseille,Vaduz,2,4958,4964,1627
3146,7995,Port Hedland,Luxor,5,6727,9884,2551
3147,5775,Srinagar,Nanning,3,251,9638,9859
3148,970,Leeds,San José,3,174,9001,6902
3149,1646,Dushanbe,Quito,1,8887,1814,6335
3150,2245,Providence,Fortaleza,4,6441,8334,741
3151,4464,Nukuʻalofa,Fairbanks,5,7451,6103,7685
3152,1620,Yamoussoukro,Moscow,3,3977,2840,6565
3153,9644,Oslo,Charlotte Amalie,3,2138,749,6430
3154,3735,Malacca Town,Maceió,5,1739,8143,5496
3155,9997,Lviv,Kolkata,3,9890,5421,9168
3156,1672,Kota Kinabalu,Liverpool,2,3136,4822,4397
3157,9938,Philadelphia,Paris,4,793,1449,4962
3158,9857,Tabriz,Port Moresby,4,3688,1498,5629
3159,7017,Ambon,Mashhad,4,5853,3405,8526
3160,926,Adelaide,Kaesong,2,3078,532,4366
3161,3414,Horta (Azores),Longyearbyen,1,2947,522,6653
3162,9217,Kingstown,Porto Velho,5,4732,5566,6169
3163,3022,Chongqing,Montreal,2,367,3434,3987
3164,8493,Medina,Chişinău,1,8043,7493,1861
3165,3696,Mersin,Padang,5,6183,7812,6574
3166,8110,Pekanbaru,Yokohama,1,2773,6840,1140
3167,6080,Almaty,Prague,1,9647,9131,6533
3168,5268,Casablanca,Funafuti,3,7854,9034,4874
3169,2845,Jersey City,Perm,2,8304,7407,4204
3170,7814,Macau,Cape Town,3,1934,8446,3521
3171,9133,Ulan Bator,Kuala Lumpur,5,4229,6950,745
3172,4130,Chengdu,Malacca Town,1,3682,8039,7669
3173,981,Mérida,Zanzibar City,1,2453,8161,9279
3174,8860,Louisville,Houston,1,6670,3428,1270
3175,2540,Djibouti (city),Astana,1,5190,8118,6816
3176,5855,Kathmandu,Raleigh,2,1140,5207,5420
3177,3194,Karachi,Guayaquil,4,9698,9168,3120
3178,1064,San Salvador,Pontianak,4,5902,9940,8390
3179,8009,Tel Aviv,Montevideo,3,3333,1966,3152
3180,7197,Tórshavn,Santa Cruz de Tenerife,2,331,7041,2494
3181,407,Concepción,Stanley,1,4328,5909,9217
3182,8703,Campo Grande,Lahore,3,5240,3206,7931
3183,8100,Basse-Terre,Tskhinvali,4,2166,9702,6967
3184,8259,Sacramento,Aberdeen,3,4294,1039,5683
3185,7312,Düsseldorf,Melbourne,3,4371,6220,3896
3186,5910,Saint-Denis,Belmopan,2,3954,3153,9988
3187,9671,Gothenburg,Adelaide,5,7550,8407,7008
3188,1221,Turin,Surat Thani,4,5279,8423,7339
3189,8508,Auckland,Chongqing,2,6701,10095,7750
3190,7952,Chongqing,Jerusalem,4,391,4797,203
3191,5496,Luxor,Beijing,4,2192,8197,8807
3192,8706,Zagreb,Tabriz,5,6523,6410,3042
3193,793,Dubai,Rome,2,6427,1882,9847
3194,6088,Handan,Taichung,2,9228,6343,1849
3195,6957,Marseille,Douglas,1,2848,5157,7172
3196,3277,La Serena,Bahía Blanca,2,2487,9741,7543
3197,1788,Banjul,Naples,4,2387,4011,8551
3198,792,Gdańsk,Saint-Pierre,1,1240,8360,8079
3199,828,Saipan,Apia,4,7570,4287,7928
3200,2519,Andorra la Vella,Caracas,5,6296,4919,10037
3201,761,Stockholm,Havana,4,6641,1363,556
3202,8637,Montevideo,Juneau,4,6984,7735,3374
3203,916,Lhasa,Vancouver,1,4652,1195,3301
3204,3969,Edinburgh,Conakry,4,5553,9441,2388
3205,8394,Kathmandu,Dodoma,1,3137,6142,6680
3206,7260,Changchun,Monrovia,4,6714,2400,9582
3207,1095,Lhasa,Maputo,5,5094,6869,6174
3208,1833,Da Nang,Las Palmas de Gran Canaria,2,6766,1974,9661
3209,4064,Lhasa,Taipei,4,4598,7443,8901
3210,5934,Cartagena,Sabha,4,3057,5672,3298
3211,5473,Guatemala City,Vienna,3,1136,6711,5492
3212,2851,Caracas,Malé,2,856,996,8280
3213,7589,Lobamba,Port Vila,3,2946,8600,7993
3214,6253,Libreville,Tbilisi,1,717,9654,8243
3215,3612,Graz,Milwaukee,1,8948,1796,7561
3216,735,Edinburgh,Sukhumi,5,6453,1922,9736
3217,5703,Dalian,Basra,2,3963,7348,9219
3218,587,Mashhad,Bratislava,3,3369,7140,2206
3219,7333,Ibadan,Medellín,4,7755,7565,4146
3220,7509,Macapá,Darwin,5,8095,624,3393
3221,5652,Calgary,Fukuoka,1,9380,5535,6169
3222,656,Medan,Charlotte Amalie,1,5604,7401,1591
3223,2008,Monrovia,Bloemfontein,1,5463,2291,2947
3224,6111,Horta (Azores),Charlotte,5,6245,4094,9750
3225,638,Bursa,Valencia,4,568,4281,7667
3226,451,Caracas,Honolulu,4,8010,2258,6347
3227,7361,Los Angeles,Dakar,5,8670,1999,5396
3228,4528,Medan,Tirana,5,7108,2118,4767
3229,4094,Nagpur,San Antonio,3,2892,5393,1760
